  STN,YYYYMMDD,   FG,   SP,   DR,   NG 
  235,20180105,   69,    5,   21,    7
  235,20180106,   45,   12,   10,    8
  235,20180107,  102,   86,    0,    1
  235,20180108,   91,   87,    0,    2
  235,20180109,   44,   23,    0,    8
  235,20180110,   33,    0,   41,    8
  235,20180111,   21,    0,    0,    8
  235,20180112,   21,    0,   25,    8
  235,20180113,   45,    0,    0,    8
  235,20180114,   52,   12,    0,    6
  235,20180115,   98,    0,   96,    8
  235,20180116,  105,   27,   21,    7
  235,20180117,  108,   42,   27,    7
  235,20180118,   88,   19,   53,    7
  235,20180119,   57,   29,   20,    6
  235,20180120,   46,    0,   14,    7
  235,20180121,   40,   63,   26,    7
  235,20180122,   56,    2,   11,    8
  235,20180123,   90,    0,   25,    8
  235,20180124,  119,    2,   60,    8
  235,20180125,   73,    8,    0,    8
  235,20180126,   29,   45,    0,    5
  235,20180127,   78,    0,   30,    7
  235,20180128,   90,   19,    0,    8
  235,20180129,   89,    0,   37,    6
  235,20180130,   50,   63,    0,    8
  235,20180131,   93,    6,   43,    7
  235,20180201,   80,   42,   24,    7
  235,20180202,   41,   25,   13,    7
  235,20180203,   46,   19,   11,    8
  235,20180204,   77,   15,    0,    8
  235,20180205,   65,   25,    0,    7
  235,20180206,   40,   84,    0,    4
  235,20180207,   22,   50,    0,    5
  235,20180208,   48,   69,    4,    6
  235,20180209,   61,   11,   36,    8
  235,20180210,   60,   48,   34,    7
  235,20180211,  108,   65,   57,    7
  235,20180212,   69,   75,    7,    5
  235,20180213,   61,   89,    4,    3
  235,20180214,   67,   78,    0,    5
  235,20180215,   72,   35,   39,    5
  235,20180216,   51,   91,    0,    3
  235,20180217,   23,   63,    0,    4
  235,20180218,   30,   84,    0,    5
  235,20180219,   30,    0,   39,    7
  235,20180220,   28,   10,    0,    5
  235,20180221,   40,   84,    0,    0
  235,20180222,   51,   89,    0,    2
  235,20180223,   70,   69,    0,    3
  235,20180224,   84,   88,    0,    3
  235,20180225,   80,   92,    0,    3
  235,20180226,   76,   80,    0,    5
  235,20180227,   54,   81,    0,    5
  235,20180228,  105,   75,    0,    4
  235,20180301,  139,   62,    0,    8
  235,20180302,  118,   89,    0,    7
  235,20180303,   72,   23,    0,    7
  235,20180304,   50,   54,   34,    7
  235,20180305,   62,   82,    0,    7
  235,20180306,   32,   48,    0,    6
  235,20180307,   33,   31,   16,    8
  235,20180308,   82,   34,   28,    5
  235,20180309,   40,   81,   18,    6
  235,20180310,   54,    6,   92,    8
  235,20180311,   37,   12,   26,    8
  235,20180312,   25,   19,   21,    8
  235,20180313,   46,   10,   19,    8
  235,20180314,   46,   79,    0,    6
  235,20180315,   81,   54,    0,    8
  235,20180316,   97,    0,  113,    8
  235,20180317,  140,   55,    0,    8
  235,20180318,  123,   83,    0,    5
  235,20180319,   80,   94,    0,    3
  235,20180320,   49,   91,    5,    5
  235,20180321,   45,   75,    0,    7
  235,20180322,   52,   48,   39,    8
  235,20180323,   70,    0,    0,    8
  235,20180324,   25,    3,    0,    7
  235,20180325,   27,   43,    0,    7
  235,20180326,   28,   42,    0,    8
  235,20180327,   43,   18,   44,    7
  235,20180328,   38,    2,  105,    8
  235,20180329,   43,   67,    5,    7
  235,20180330,   53,   41,   21,    8
  235,20180331,   30,   33,    7,    7
  235,20180401,   26,   11,   70,    8
  235,20180402,   49,    5,  120,    8
  235,20180403,   74,   11,   67,    8
  235,20180404,   56,   18,    6,    7
  235,20180405,   74,   48,   23,    7
  235,20180406,   56,   83,    0,    6
  235,20180407,   35,   77,    0,    8
  235,20180408,   23,   58,    0,    7
  235,20180409,   59,    1,    6,    8
  235,20180410,   45,   39,    0,    6
  235,20180411,   65,   61,    0,    3
  235,20180412,   55,    2,    0,    7
  235,20180413,   35,   22,    0,    8
  235,20180414,   29,   13,    0,    8
  235,20180415,   26,   18,   59,    8
  235,20180416,   53,   89,    2,    3
  235,20180417,   55,   62,    0,    6
  235,20180418,   30,   92,    0,    2
  235,20180419,   38,   93,    0,    3
  235,20180420,   30,   89,    0,    0
  235,20180421,   41,   92,    0,    3
  235,20180422,   49,   80,    0,    5
  235,20180423,   65,   84,    0,    5
  235,20180424,   78,    8,   72,    8
  235,20180425,   77,   39,   25,    7
  235,20180426,   77,   68,    0,    6
  235,20180427,   40,   29,    9,    8
  235,20180428,   46,   12,    9,    8
  235,20180429,   55,    1,   85,    8
  235,20180430,   61,    0,  106,    8
  235,20180501,   83,   53,   53,    5
  235,20180502,   68,   58,   35,    4
  235,20180503,   32,   91,    0,    0
  235,20180504,   25,   87,    0,    1
  235,20180505,   44,   91,    0,    0
  235,20180506,   36,   93,    0,    0
  235,20180507,   34,   93,    0,    0
  235,20180508,   30,   92,    0,    0
  235,20180509,   27,   88,    0,    3
  235,20180510,   37,   29,   17,    5
  235,20180511,   32,   82,    0,    4
  235,20180512,   41,   61,    0,    7
  235,20180513,   46,    9,   46,    8
  235,20180514,   47,   85,    0,    2
  235,20180515,   43,   92,    0,    0
  235,20180516,   65,   29,    0,    7
  235,20180517,   58,   72,    0,    6
  235,20180518,   45,    6,    0,    8
  235,20180519,   23,    1,    0,    8
  235,20180520,   30,   89,    0,    1
  235,20180521,   48,   92,    0,    2
  235,20180522,   46,   84,    0,    4
  235,20180523,   55,   49,    0,    5
  235,20180524,   58,   57,    0,    6
  235,20180525,   43,   36,    0,    7
  235,20180526,   56,   81,    0,    5
  235,20180527,   54,   82,    0,    3
  235,20180528,   40,   83,    0,    4
  235,20180529,   56,   64,   25,    5
  235,20180530,   31,   49,   10,    6
  235,20180531,   31,   36,   18,    6
  235,20180601,   40,   21,   11,    8
  235,20180602,   41,    0,   79,    8
  235,20180603,   25,   59,    0,    5
  235,20180604,   28,    0,    0,    8
  235,20180605,   33,   43,    0,    4
  235,20180606,   39,   90,    0,    4
  235,20180607,   24,   88,    0,    5
  235,20180608,   33,    2,   12,    8
  235,20180609,   40,   27,    9,    8
  235,20180610,   36,   24,    0,    7
  235,20180611,   41,   56,    0,    6
  235,20180612,   39,    4,    0,    8
  235,20180613,   50,   46,    0,    7
  235,20180614,   77,   17,   12,    8
  235,20180615,   23,   76,    0,    7
  235,20180616,   47,   24,    0,    7
  235,20180617,   65,   22,    0,    8
  235,20180618,   73,   20,   17,    7
  235,20180619,   49,   11,    0,    8
  235,20180620,   68,   17,    3,    7
  235,20180621,   83,   61,    0,    7
  235,20180622,   75,   21,    8,    7
  235,20180623,   43,   35,    0,    8
  235,20180624,   42,    4,    0,    8
  235,20180625,   32,   60,    0,    5
  235,20180626,   41,   78,    0,    6
  235,20180627,   47,   66,    0,    4
  235,20180628,   50,   92,    0,    0
  235,20180629,   39,   83,    0,    1
  235,20180630,   67,   93,    0,    0
  235,20180701,   68,   92,    0,    0
  235,20180702,   63,   93,    0,    2
  235,20180703,   51,   93,    0,    0
  235,20180704,   29,   82,    0,    5
  235,20180705,   27,   29,    0,    6
  235,20180706,   30,   51,    0,    7
  235,20180707,   27,   87,    0,    5
  235,20180708,   30,   90,    0,    0
  235,20180709,   38,    7,    2,    7
  235,20180710,   53,   34,    0,    6
  235,20180711,   37,   60,    0,    2
  235,20180712,   43,   66,    0,    3
  235,20180713,   30,   41,    0,    5
  235,20180714,   29,   92,    0,    0
  235,20180715,   38,   91,    0,    1
  235,20180716,   44,   91,    0,    2
  235,20180717,   47,   59,    0,    4
  235,20180718,   30,   72,    0,    5
  235,20180719,   33,   66,    0,    6
  235,20180720,   45,   75,    0,    5
  235,20180721,   45,   69,    0,    5
  235,20180722,   29,   64,    0,    4
  235,20180723,   20,   91,    0,    1
  235,20180724,   33,   92,    0,    4
  235,20180725,   40,   69,    0,    3
  235,20180726,   41,   80,    0,    2
  235,20180727,   56,   65,    3,    6
  235,20180728,   62,   45,   15,    5
  235,20180729,   58,   24,   10,    8
  235,20180730,   37,   20,    4,    8
  235,20180731,   36,   58,    6,    5
  235,20180801,   18,   80,    0,    4
  235,20180802,   21,   90,    0,    3
  235,20180803,   22,   88,    0,    2
  235,20180804,   36,   49,    0,    5
  235,20180805,   26,   91,    0,    1
  235,20180806,   32,   91,    0,    3
  235,20180807,   33,   70,    5,    4
  235,20180808,   53,   31,    8,    6
  235,20180809,   51,   14,   63,    7
  235,20180810,   78,   41,   28,    7
  235,20180811,   60,   79,    5,    6
  235,20180812,   43,   17,    0,    8
  235,20180813,   33,    8,   36,    8
  235,20180814,   58,   58,    2,    7
  235,20180815,   55,   46,    0,    7
  235,20180816,   57,    3,   16,    8
  235,20180817,   33,   80,    0,    5
  235,20180818,   61,   30,    0,    7
  235,20180819,   72,    2,    0,    8
  235,20180820,   32,   15,    6,    8
  235,20180821,   25,   57,    0,    4
  235,20180822,   43,   31,    0,    7
  235,20180823,   51,    6,   22,    8
  235,20180824,   62,   53,   23,    7
  235,20180825,   50,   51,   51,    6
  235,20180826,   58,   30,   63,    7
  235,20180827,   73,   16,   26,    8
  235,20180828,   18,    6,    0,    7
  235,20180829,   27,   12,   63,    7
  235,20180830,   37,   75,    0,    5
  235,20180831,   18,   43,   13,    5
  235,20180901,   21,   77,    0,    1
  235,20180902,   43,   92,    0,    0
  235,20180903,   37,   10,    0,    7
  235,20180904,   38,   57,    0,    8
  235,20180905,   32,    0,   20,    8
  235,20180906,   30,    5,   36,    8
  235,20180907,   63,   53,   31,    6
  235,20180908,   76,   31,   10,    8
  235,20180909,   58,   44,    4,    8
  235,20180910,   51,   10,    0,    8
  235,20180911,   73,    5,   53,    8
  235,20180912,   26,    3,   71,    8
  235,20180913,   23,   87,    0,    0
  235,20180914,   50,    5,    3,    7
  235,20180915,   51,   81,    8,    7
  235,20180916,   58,   39,    0,    6
  235,20180917,   41,   39,    0,    8
  235,20180918,   82,   72,    0,    4
  235,20180919,   93,   71,    0,    7
  235,20180920,   77,   41,    0,    8
  235,20180921,  121,   45,   24,    7
  235,20180922,   69,    6,   17,    8
  235,20180923,   32,    0,   56,    7
  235,20180924,   53,   69,   11,    5
  235,20180925,   25,   69,    0,    5
  235,20180926,   72,   71,    0,    5
  235,20180927,   47,   86,    0,    3
  235,20180928,   38,   61,    2,    6
  235,20180929,   29,   72,    0,    5
  235,20180930,   45,   44,    7,    7
  235,20181001,   59,   65,   30,    6
  235,20181002,   79,   37,   41,    7
  235,20181003,   58,   78,    0,    7
  235,20181004,   49,   17,    2,    6
  235,20181005,   29,   91,    0,    7
  235,20181006,   37,   62,   37,    8
  235,20181007,   30,   85,    0,    7
  235,20181008,   57,   29,    0,    8
  235,20181009,   47,   64,    0,    6
  235,20181010,   36,   89,    0,    1
  235,20181011,   47,   60,    0,    3
  235,20181012,   70,   76,    5,    7
  235,20181013,   51,   80,    0,    6
  235,20181014,   39,   84,    0,    7
  235,20181015,   34,   54,    0,    7
  235,20181016,   33,   74,    0,    6
  235,20181017,   27,   74,    0,    8
  235,20181018,   40,   53,    0,    6
  235,20181019,   21,   58,    0,    5
  235,20181020,   30,   26,    0,    7
  235,20181021,   50,   11,    5,    7
  235,20181022,   49,   74,    0,    5
  235,20181023,   96,    7,    0,    8
  235,20181024,   65,   43,   18,    8
  235,20181025,   43,   13,   10,    8
  235,20181026,   67,   10,   39,    7
  235,20181027,   49,   61,   19,    4
  235,20181028,   64,   86,    0,    2
  235,20181029,   71,    9,    0,    7
  235,20181030,   78,    0,   96,    8
  235,20181031,   55,   57,   11,    6
  235,20181101,   53,    4,   39,    8
  235,20181102,   42,   44,   44,    5
  235,20181103,   44,   73,    0,    6
  235,20181104,   39,   83,    0,    7
  235,20181105,   42,    0,    0,    7
  235,20181106,   36,   46,    0,    7
  235,20181107,   62,   27,    0,    7
  235,20181108,   53,   86,    0,    3
  235,20181109,   46,   45,    0,    7
  235,20181110,   64,    7,   33,    7
  235,20181111,   72,    8,   12,    7
  235,20181112,   43,    2,   20,    8
  235,20181113,   71,   59,   23,    5
  235,20181114,   47,   65,    0,    8
  235,20181115,   33,   86,    0,    3
  235,20181116,   32,    8,    0,    3
  235,20181117,   55,   83,    0,    0
  235,20181118,   68,   87,    0,    4
  235,20181119,   99,   55,    0,    5
  235,20181120,  111,    0,   26,    8
  235,20181121,   63,    6,    0,    8
  235,20181122,   49,    0,    0,    8
  235,20181123,   40,   26,    0,    6
  235,20181124,   56,   31,    0,    5
  235,20181125,   53,    0,    0,    8
  235,20181126,   55,    4,    0,    8
  235,20181127,   44,    0,    0,    8
  235,20181128,   79,    0,   40,    8
  235,20181129,   96,    6,   63,    8
  235,20181130,   83,   66,    0,    5
  235,20181201,   73,   13,   23,    8
  235,20181202,   82,    0,   35,    8
  235,20181203,   74,   54,   21,    6
  235,20181204,   33,   75,    3,    4
  235,20181205,   45,    0,   31,    8
  235,20181206,   68,    0,   34,    8
  235,20181207,  103,    0,  116,    7
  235,20181208,  122,   17,   59,    8
  235,20181209,   92,   45,   14,    6
  235,20181210,   79,   52,   20,    5
  235,20181211,   28,   27,   18,    5
  235,20181212,   32,    9,    0,    7
  235,20181213,   64,   67,    0,    3
  235,20181214,   45,   65,    0,    4
  235,20181215,   62,    0,    5,    8
  235,20181216,   51,    3,   27,    8
  235,20181217,   48,    0,   25,    8
  235,20181218,   66,   18,    0,    8
  235,20181219,   68,    7,   26,    8
  235,20181220,   70,    7,   36,    8
  235,20181221,   75,    5,   75,    8
  235,20181222,   60,   29,   56,    8
  235,20181223,   33,    0,  128,    8
  235,20181224,   20,   78,    0,    7
  235,20181225,   55,   61,    0,    6
  235,20181226,   56,    0,    0,    8
  235,20181227,   36,    0,    0,    8
  235,20181228,   23,    0,    0,    8
  235,20181229,   75,    9,    0,    8
  235,20181230,   41,    5,    0,    8
  235,20181231,   51,   31,    0,    8
  235,20190101,   78,   29,    0,    7
  235,20190102,   50,    0,   13,    7
  235,20190103,   28,   48,   15,    7
  235,20190104,   50,    0,    0,    8
  235,20190105,   64,    0,    0,    8
  235,20190106,   28,    3,    3,    8
  235,20190107,   71,    0,    4,    7
  235,20190108,  108,   22,   12,    6
  235,20190109,   58,   69,   11,    6
  235,20190110,   25,    0,   63,    8
  235,20190111,   50,   28,   15,    8
  235,20190112,   75,    9,   23,    8
  235,20190113,   95,   12,   45,    7
  235,20190114,   56,   58,   14,    7
  235,20190115,   80,   17,    0,    8
  235,20190116,   96,    0,   28,    8
  235,20190117,   69,   23,   18,    6
  235,20190118,   30,   78,    0,    7
  235,20190119,   39,   82,    0,    3
  235,20190120,   21,   71,    0,    3
  235,20190121,   29,   13,    0,    6
  235,20190122,   65,    0,   37,    8
  235,20190123,   29,    0,    0,    8
  235,20190124,   30,   27,    0,    8
  235,20190125,   50,    0,   52,    8
  235,20190126,   85,    3,   22,    8
  235,20190127,   81,   18,   57,    8
  235,20190128,   65,   34,   20,    6
  235,20190129,   54,   36,    0,    7
